content,主题,故事,人物,影像,效果
豆瓣1000th。其实成龙爸妈的故事还是挺传奇的，然而处理的套路化还是让这片子显得有些平庸。想讲尽众生相却最终如太平轮一样被绊倒。感觉演的最好的是青云哥，然而这个配音。。实在难以入戏。,-2,-2,-2,-2,-1
最炫民国风，凯歌继无极后再次气活牛顿，各种无视地球引力的奇功怪招眼花缭乱，干掉超人快银什么的不在话下。视觉上倒是大片，场景服装特效精湛，范伟吴建豪林志玲郭富城等状态不错。结构是清晰的三段式，小道士见证兄弟嫂子、师徒少爷、基友仇家间的江湖恩怨。长不要紧啊，死命卖腐让你尿意全无,-2,-1,1,-2,1
凯歌入道走火入魔，影坛之大何处安下？故事断裂、拿不成个，特技浮夸、雷点重重，角色走马观花，功夫假大空，禅思一点儿没透出来，结尾的悟道（中心思想）变成强扭的瓜…气死人~~~,-2,-1,-1,-2,-1
论美学与意境，还不如陈凯歌自己的无极；论故事与剧情，流水叙事毫无重心；论禅思道理，流于表面止于对白。前后风格割裂，无厘头的怪力乱神忽然变得十分严肃，人物排队式登场，生硬刻板。武戏华而不实如四大名捕。当然，张震依旧出色，只是凯歌三年整出个这么个不伦不类，真的不是江郎才尽么,-2,-1,-1,-2,-1
作为公路片，配乐和风景很赞，电影每次到那个感动的点就收了，不知道为什么，总感觉差口气！题材就是最近流行的拐卖儿童，刘德华把一个寻找孩子的父亲演得入木三分。想想还是加一颗星吧,0,-2,1,-2,1
首先得承认这是一个好故事。但好故事不一定能讲好。+1这是一部靠华仔撑起来的片子，有华仔的引导，井宝的演技也进步了，但台词功课还需要努力学习。台词那么水水的一个好故事算是毁在剪辑手里了。三条线，剪辑一塌糊涂。导演功力，依旧是开头雄心壮志，展开故事线。中间慢慢失控，节奏乱套到结局收不住,-2,1,1,-2,-1
缺点是吴君如、倪景阳的故事线太累赘、台词水、剪辑很混乱，优点是表演真挚，故事模式讨喜，颇具真实感的情节比《亲爱的》的滥情好出了不少，这个题材不是一定要哭天抢地才能感染观众，反而平平淡淡才让人深思。,-2,0,1,-2,-1
剪辑得比较混乱，像是把几个社会事件拼凑，但是没有过分渲染苦难，并不是以让你哭为目的而讲述，他们路中还能苦中作乐，一种超脱亲情的情感在他们俩中间流串（当然也有点基），但是在刘德华看见井柏然和父母抱在一起他捂脸哭的时候，那一瞬间真的很难受……,-2,-2,-2,-2,0
一个写不入流电视剧的女人来拍电影，讲故事能力无限接近零，剪辑配乐也统统烂到难以直视，靠什么忽悠来刘天王的,-2,-1,-2,-2,-1
不知道為什麼豆瓣評分這麼低？稱得上華仔最草根的一次演出，到了這個年紀，他肯定考慮過如果轉型，為他的演繹點贊；井柏然面對大叔絲毫不發怵，演技加分；導演教育心理學出身，學術功底在影片中時有展現，喜歡；配樂讓人喜歡；影片畫面漂亮。相信在豆瓣的評分會升起來的！,-2,-2,1,-2,1
导演对意境的追求得到了较好的体现，画风充满唯美与诗意，主演都很用力并且多数的效果都不错。但电影的整体结构还是有些缺憾，导演在叙事和人物上追求的过多，导致结构失去了应该有的取舍和平衡。虽然立意不同，但相比同一题材的《亲爱的》还是逊色一些。,-2,-1,-2,-2,1
何为《万物生长》？在电影中就是运用低俗荷尔蒙笑料培育而出生理正解的青春冲动，搞怪加无病呻吟的感思已然成为国产青春流水线万年不变的“经典”配方，乍看精致讨巧的暖色实质全然情绪难起，更不谈何番慰藉可言，青春在生长，只惜根却早已枯萎。,-2,-2,-2,-2,-1
3.5。1.望穿秋水柳色青。2.李玉+冯唐，骨子里是有血脉的，清新重口波心荡，可惜还不够惊艳；尽管有骷髅等魔幻道具，却并无真正戳心时刻。3.曾剑的手持摄影依然很赞，但动画穿插较生硬，反而显得鸡肋。4.范爷韩庚草地冲澡戏很美；齐溪演技棒棒哒，求脱落那段带劲。,-2,-2,1,1,-1
这是部非主流的青春电影，该有的青春躁动和湿漉漉的暧昧气氛它都有，BB依旧美的冒泡，韩庚演技超出想象，齐溪似乎裸妆上镜。实验室那段争执像极了话剧，配乐渲染得很好，让我想起了《恋爱的犀牛》那首《空气》。郊外那段剪影好美，那色调超喜欢。没看过冯唐任何文字，对他一无所知，但在此刻疯狂种草。,-2,-2,1,1,1
期待这么好，实际上真的好烂，剧本、剪辑有太多槽点，值得看的也只有摄影，不过迷之虚焦真的好诡异，这部片子不像李玉。,-2,-1,-2,1,-1
剧本和剪辑有很大问题，全片碎片感太强，场景转换生硬，叙事和镜头较弱，没有太多出彩的地方。对原著党来说男女主里里外外还是差了点意思（女主应该一直穿着长裙，有两幕穿短裤露出的粗壮小腿实在不忍直视）。另外可能尺度关系，人名和台词都改温和了，不爽啊！还我老牛逼，倒逼，德卵。。。,-2,-1,-1,-2,-1
碎片化不少，手法不够老练，演员也欠点火候，但剧本底子在。90年代初的生活，能看到下岗大潮前的无忧和懈怠，看到一份稳定工作寓意的人生尽头。人生中遇见第一个心动对象的模拟，放在改革开放的时代背景与封闭壅塞的工厂环境中，饶有趣味。对官僚做派与炎凉世态有指摘，但人物内心的无力感凌驾一切。,-2,1,-1,-2,-1
衔接、调色、特效等细节上略有稚嫩和瑕疵，不过作为处女作已经相当不错了。张猛的工厂情结，姜文的生猛浪漫，再撒点文艺和幽默佐料，是一部个性观赏性兼备的年代小片，观众阵阵发笑。这已经是董子健在本届SIFF上亮相的第四部新片了...这孩子演戏确实有悟性，艺二代嘛，怕就怕这种既有门路又有本事的。,-2,-2,1,-2,-1
觉得导演是急着赶着终于讲完了这段故事，因为太爱这本小说了，而书里那股浓烈的悲伤情绪还是没有被表达到，挺遗憾的。,-2,-2,-2,-2,-1
开头就拿《百年孤独》的猪尾巴来写黑板报了，然后就锅盖飞天飞碟爆炸飞人了。假装听不到的告白，烧掉的复习资料，一台空调的赔偿，车站留下的帽……导演用极其糟烂的电影手法讲了个不错的故事，前半段质量如网络电影，后半段开始有了残酷现实元素，稍好一点。情怀和眼光不错，技法还需好好磨啊……,-2,-2,-2,-2,-1
3星半。我竟然看出点《西西里的美丽传说》的感觉，虽然就那么一点。董子健应该是内地90后男演员里演技扛把子吧？不管是稳定度还是惊艳度。片子最大的缺点就是很碎很散，形散神也散，像是18岁的贾樟柯拍的片子。整部电影写满了90年代中国人的性压抑。路小路的20岁，其实也是大多数人的20岁---一事无成。,-2,-2,-2,-2,-1
一星半，3.5/10，很平庸，没有任何亮点和想法，充满了浮夸和无趣，想模仿贾樟柯又没碰到合适的内核，想模仿姜文又流于意淫。色调和剪辑也减分，表演也没共鸣，故事又局限于文学文本。真的就像一位豆瓣网友所言，这位导演拍小镇青年比韩寒都差很远。,-2,-1,-1,-2,-1
没想到“钢の少年”是一部怪咖喜剧，比起我们都熟悉的情感认知，更喜欢让-皮埃尔·热内式的神经质，有时候它甚至盖过了红色废墟的气质。缺点嘛，很多都是制作层面的，比如严重影响节奏的淡出，还有这片没有同期声吗，环境音效很差，后期配音也有问题。,0,-2,-2,-2,-1
这是一部没什么看点的电影，你对一个低成本国产青春片的刻板印象在这里都能找到，可对于我个人而言，这部电影表达的情感和共鸣，却有着一种私人化的返响。也许每个人经历的过去都是个人的，但情绪和成长中那些细屑的点滴，是一代人所共有的宝贵回忆。我想起了李安的一段话，关于电影与黑暗，诚然如是。,-2,-1,-2,-2,1
用一种夸张而粗俗的方式呈现“工厂社会”，这种方式太过低级，偏离了一个好电影应有的轨道。主人公的成长几乎看不到，而董子健到最后也不像个工人，依然是个懒散的孩子。故事过于碎片化，没有核心事件，企图营造时代变迁的沧桑感，但力不从心，效果不佳，很可惜。,-2,-1,-2,-2,-1
跟火锅英雄一样，实在不忍心打低分，但是这个糟糕的剪辑糟糕的表演实在让我喜欢不起来。看得出导演有很多想法，但好的形式却无法支撑故事。整个片子在荒诞超现实和青春感伤之间不断游离，要是能一直荒诞下去该有多妙。后期配音的做作和一本正经完全破坏了意境，矫情文艺的旁白更是真心没法忍啊,-2,-2,-2,-1,-1
笑点很尴尬，平庸到可怕，处理各种不喜欢，路小路和白蓝都有形无魂，群像的形象也基本脸谱化，剪辑特别混乱，失望,-2,-2,-1,-2,-1
有些片子真的是看个开场就能预判自己喜不喜欢？或满不满意的程度了：没看过原著，电影里呈现的故事感觉一般，而导演叙事太赶，镜头语言破碎，剪辑也是让情节一波推一波，使得叙事该有的情绪或氛围还没给足就匆匆过了场，而那些过度夸张的设计也让剧情的真实度大打折扣……话说，李梦还真是挺像周韵。,-2,-1,-2,-2,-1
国产青春片做到不难看，不乏味就已经不错了，导演有灵气，小董有少年气。改革开放大环境和工厂小环境相呼应，工作服和白衬衫终究是一场悲伤的初恋。但剪辑破碎，节奏抽离，细节欠考究，技法上显得不够成熟。李梦真像周韵，愣了好几次。,-2,-2,1,-2,-1
冯小刚的影子太重了，剧本台词到影调节奏都一模一样，而且电影为了显示文艺内涵也是做了很多一眼就能看出破绽的无用功，以及男女主角一点都不来电，一点都不。,-2,-2,-1,-2,-1
"3.3/点映，剧本其实就是给冯小刚写的，也是他监/导的<非诚勿扰3>+<不见不散2>，片子优点也是缺点，汤唯廖凡演技很棒把台词的喜剧效果也演绎的很好，但总错把廖凡看成葛优。没有惊喜、没有想法的剧作和太话剧、太贫、太无聊、太没新意的台词让审美本就庸俗的大众甚是无法满足，其实我们还是比较""小众""的",-2,-1,1,-2,-1
很幼稚很轻松。分分钟觉得郑恺还是那么帅，不管多纠结，对单眼皮男生还是没有抵抗力啊。虽然老梗很多，虽然灰姑娘变公主是假话加毒药，虽然想起一些有的没的，但不影响电影本身轻松快乐，就这样吧。,-2,-2,-2,-2,1
果然，和我预期的一样比《剩者为王》嫌弃一些，不过，田羽生毕竟是有经验的导演，镜头语言方面比起写小说的落落强太多，比如与《超时空接触》相似的对镜像与现实的来回切换！不过，他画面的打光效果依然没进步太多！而故事依然拼贴感十足，台词像是空间、朋友圈常被转发的那种，好多笑点刻意无比！……,-2,-1,-2,-2,1
标准的爱情喜剧片，场内的笑声没断过说明笑点设置挺良心，并没有很多黄暴的地方，虽然剧情有点简单，不过作为一部爆米花电影还是可以的，郑恺在电影里是真没偶像包袱啊，演技颜值都点赞，郭采洁一贯的小妞风格也是发挥出水平了，王传君张艺兴都各有各的特点吧，总之个人觉得是一部适合周末放松的电影了,-2,0,1,-2,1
业余水准，广告植入多,-2,-2,-2,-2,-1
"两星半.这部电影前后两个部分确定是同一个导演吗？前面速度正好,后边瞬间变成了一坨翔,故事的进展似乎没有逻辑,扣一星.前半部分真的不错,有笑点.就是被陈乔恩的配音恶心到了.扣一星.如果青春像后半部分那样进行,我觉得没有什么必要留住.惊艳人的永远是那些小角色,这部电影是王啸坤,",-2,-1,-2,-2,-1
我要笑喷了，本来张翰就被很多人骂，这又演这么一渣电影，简直了！笑哭！配音、剧情简直让人无语之至！本来想看点什么放松下，结果好尼玛现在整个想吐了。。。人都不好了！全身冷汗，胃里抽抽！,-2,-1,-2,-2,-1
和大多数靠堆砌网络段子制造过气笑点的喜剧相比，本片的笑料较多还是集中在日常对白（也有少量短段子）、表演方式和视听调度上，单场戏及单个形象塑造很有可看性，但集合在一起却一团乱麻，落脚点太多却又都太轻飘飘，有种五仁月饼的感觉。后三分之一的走偏和断裂是一大败笔。,-2,1,-2,-2,-1
片子本身不错，摄影剪辑都棒，但片子有点怪，中文名少年班，英文名周老师，但其实有点像混搭了老师和学生，杂糅到一起，关注特殊群体的青春片。想要拍成《心灵捕手》，失败了；想拍成《致青春》，也差了火候。到最后只能是导演的青春纪念片。“少年班”本身是个好题材，励志张扬，但拍这样，有点毁。,1,-2,-2,1,-1
新导演处女作，技术和技巧都还不错。故事层面有缺憾，这一点令人很疑惑。毕竟是陈国富监制作品，为什么会在故事层面出现这么明显的缺陷？,-2,-1,-2,-2,1
完成度还不错的青春电影，关注的题材巧妙，裸奔戏泼水戏表白戏都还让人印象深刻，可是组装在一起就像拼接失败的次品，因为起承转合有很大欠缺，导致虽然每个铆钉都还精彩，但焊接在一起就会显得突兀，比如周老师的突然下跪，刻意而低端。遗憾的是没能深层次剖析少年班群体的问题进而探讨整个教育话题。,1,-2,-2,-2,-1
真的超出预期了，作为一个学动画专业的，知道一部这样的动画片作出来有多费劲，国漫是在慢慢进步的。当然缺点还是不少，剧情单薄了，胜在效果确实不错，值回票价。还是可以更好的，多些自己的特色，汪峰bgm真是有点违和。小刀会好燃！！！好好沉下心做续集吧！也请出点周边哈哈,-2,-1,-2,-2,1
大圣变身之后简直狂拽酷炫屌炸天，求嫁！技术和画面一流，笑点自然和谐。ED部分又萌又有爱。妖王真?邪美。剧情是弱，但如果这不是国产动画肯定一群人跪舔而不是扔出一大堆一星二星。,-2,-1,-2,-2,1
四星。1.甩开《超能陆战队》这种屎片几百条大街。2.西游记新编，无论从故事创作还是动画特效都是无懈可击，完全的好莱坞动画水准，亮点在运动镜头和主观镜头，还有牛逼的3D视效。3.悟空的封印之所以解除是因为认同流儿的正义、勇敢和惩恶扬善的价值观，这就够了。,1,1,-2,1,1
是很燃，有笑果有泪点。剧情对我来说，说服力不够；对低龄观众可能又略复杂，江流儿疑似死掉的时候有小孩没搞清情况大笑。当然这是求全责备，好的地方毋庸置疑，尤其很多细节我非常喜欢。配乐不够精准，能感受到创作意图，但音乐与场面的配合有点问题，影响效果。,-2,0,-2,-2,-1
"技术上的进步可喜，脱颖而出，这方面打个“优秀”毫无问题。大闹天宫看的我整个人都酥了，可惜后续没有保持住开篇的高水平。
缺陷也很明显， 线索节奏紊乱的一塌糊涂，故事像低龄化妥协的不伦不类，过多的致敬（抄袭）怪物形象，武术动作。诚意较好，独立性略差，是国产动画中的佳作，但仍有许多遗憾",-2,-1,-2,-2,1
口碑营销过了点，很讨厌这种你批评这电影粉丝就过来骂你这样的方式。技术层面是挺优秀的，画面，场景和动作，几段打戏也漂亮，最后大圣归来也威风。但是故事真的太薄弱了，前一个小时几乎没啥信息量。立意，内核都配不上这么高的分。,-2,-1,-2,1,1
"八年的制作下，当代国产动画终于有了3D景深、画面构图、色彩调配的新典范，还强化了几段传统配乐，称得上当代国漫分水岭。
不过部分造型有点cos，剧情某种程度上和《西游降魔》等一样，只是一个主流化的变奏形式，原创力匮乏。期待后作能有突破。",-2,-2,-2,1,0
"西化的口语,情节略单薄，制作精良，感觉与神笔马良差不多档次吧，个人见解。",-2,0,-2,-2,1
比我预想的还！要！好！看！画面够美打斗也够流畅，剧情不复杂，笑泪皆具，大圣三百六十度无死角的帅，再疼也不能给小屁孩知道、百折不挠重情重义的性格塑造太棒，出场音乐一响起我立马就跟着燃起来了！,-2,-2,1,-2,1
终于看了，虽然是在家里电视上。这个故事很简单，任务也很简单，但却真的很燃啊，有一些地方的气质险些有史诗感。最后，江流儿身上缠满绷带没有死，让人觉得世界真美好~,-2,0,-2,-2,1
意外的好看！！！制作精良，有让人眼前一亮的小细节，笑点布置得还算密集，本土味道极浓的民乐bgm上花了很大的心思，童自荣老师有一小段唱腔也是美哭……重点是剧情真的还不错唉！当初的魁拔就弱很多了，剧情撑不起设定的典型……(??????)??支持国产动画！,-2,1,-2,-2,1
不管从画面上，还是特效上，还是剧情上，还是配乐上，都堪称良心，是目前国内最好的动画电影，希望大家可以重拾对国漫的信心。,-2,1,-2,1,1
国内的3D动画，就这个技术质量最高了。冲这个就能给个高分。另外剧情和人物设定等，个人来说还是不大满意，至少跟我心中的大圣有差距。不过开头实在帅呆了，已经找来图当手机壁纸，就是觉得大闹天宫时打的太短了。希望有机会出续集！,-2,0,0,-2,1
真是良心之作，3D效果是我目前看过国内电影最好的，没有之一，剧情虽然简单，但是并无尿点，画面太美了，国漫崛起啊，不说了，回去练画了！,-2,0,-2,1,1
造型太杂（结尾大蠕虫甚至恶心和吓人），角色形象cos痕迹明显（《超能陆战队》反派、《大话西游》至尊宝和话唠唐僧、《驯龙高手》附体山妖...），笑料刻意，故事改编添油加醋，虽然打斗和追逐戏不错，技术让动画更逼真，但整体剧情和创意没提升，依旧是没有突破的国产动画，弱剧情更适合儿童群体观看。,-2,-1,-2,-2,1
3D效果和动作场面做得很好，但剧情也真的是很弱，不光是故事本身就简单的关系，不知道是不是删减的原因，最后还是尽量圆完了。借鉴其他动画的地方很多，但不到让人反感的程度。个人觉得已经是不错了，至少是用作品让人看到了用心的程度，而不是只靠情怀营销。最重要的是审美不错！结局太喜欢了！,-2,-1,-2,-2,1
就凭中国动画电影一向的骗钱+脑残事实，给一星还需要犹豫吗？没那个技术含量就不要去做3D动画，看看隔壁日本2D动画依然卖的风生水起，2D都没混明白，还去整3D的。,-2,-2,-2,-2,-1
求求别吹了，剧情其实挺一般的，画面做的也挺糙的。动画质量和成熟的电影产业工厂做出来的差距可不是一点半点。笑点迷之尴尬，好多桥段都似曾相识，又致敬呢吧。小朋友从头到尾的台词就是：大圣，大圣，大圣，大圣..... 谢天谢地最后终于消停了。平心而论，要是不这样恶心的营销刷屏，整体可以给到4星,-2,0,-2,-2,0
挺良心的国产动漫电影。首先，西游故事新编，不落俗套。其次，画面精致，特效也不错。最后，配乐也很好，听得我眼泪都下来了。,-2,1,-2,1,1
今天看的点映，表示，满分5分，技术给5分表扬一下，剧情0分，通篇注水，笑点更是N年内电视电影里面出现过的，没有新鲜的。。剧情要两个字形容就是狗血。大圣全程被虐，就牛逼了3分钟结束了。。音乐给3分，有一段打斗真的是违和感十足。。。,-2,-1,-2,-2,1
好好的一部电影给配音得这么奇葩，起码闽南地区来点原声吧，猪哥亮配完音后就不好笑了。黄朝亮一贯的风格，有笑点有温情，如果不删减那么多的话可能还能更全面展现台湾的风土人情～紫薇和果郡王的结婚仪式真的是让人分分钟出戏啊～看到素珠啊嘛就想起小时候跟我啊嘛一起看台湾电视的情景，好怀念啊,-2,-2,-2,-2,-1
职场很残酷、爱情很珍贵、催婚很痛苦、生活很难……但他们的表现形式不是这样浅薄无力的。为赋新词强说愁强说愁的造作看得我很尴尬,-2,-2,-2,-2,-1
本来看到是创业的题材还有点想看，看了预告片觉得这个电影画风怎么那么像电视剧，BGM和剧情也太不搭了＝ ＝预告片里没看出什么精彩的，不知道是不是没剪辑好的问题，不过看了预告就不想看了。。因为没看所以不打星,1,-2,-2,-2,-1
音乐好听的电影都不会差，彝族方言版的《蓝色卡拉萝》是今年电影院听到最好听的主题曲，没有之一了。,-2,-2,-2,-2,1
近几年国产动画电影的技术一直在进步，昆塔大场面不错，细节还是差了一点，从菠菜的眼泪就可以看出。创意是有的，但是照搬更多。不过卡拉萝的部分做的很出彩，配色和品种很天马行空。剧情不讨论了，故事还要打磨，有的设定让人尴尬。,-2,-1,-2,1,0
"太惊喜，视效堪称国产动画的里程碑，细微到发丝颗粒，瞳孔纹理。沙漠渐变成海浪的那一刻，毛孔都被触动得浑身激灵。良心之作《昆塔：反转星球》，关于勇气和信念的童话，献给奋力拼搏的你。
容许我强行安利：不看这部电影，你不会死。但是你看过的话，你会更加勇敢的活下去。",-2,-2,-2,-2,1
少数可以拿得出手的国产动画之一 无论是特效还是人物设计都超过预想 话说几乎每一个动画片的女主都能吸引我 嘎嘎好可爱的说！,-2,-2,1,-2,1
科幻、蒸汽朋克，场景满分，配乐满分，原创音乐“蓝色卡拉萝”超好听。,-2,-2,-2,-2,1
超出预期，确实有能打动到我的点，小主角的勇气非常感人。制作也很精良。希望这个世界上的付出都能有回报。,-2,-2,1,-2,1
看到太多电影的影子，总体来说真的很棒，音乐太好听了，惊喜大过预期，除了最后结局实在太简单了。十一期间实在没啥想看的了,-2,-1,-2,-2,1
技术不错，可算国产动画的代表。定位模糊，给全家人看太幼稚，给低幼的看太复杂。小黄人、阿凡达、魁地奇各种乱入，是向经典致敬还是创意缺乏。莫名其妙进入感动时间，这编剧不是理工男就是情商低。希望国产动画能真正的取得进步，不是给自己意淫什么“里程碑之作”，玩票还可以，相当老大还需要努力。,-2,-1,-2,-2,1
低龄，制作良心，内容本质上还是设定堆砌，阿凡达，哈利波特，遗落战境，甚至还有怪兽系列和小黄人？影子实在太多，还都只学了皮毛（9.23点映 一个人的情侣座）,-2,-1,-2,-2,1
"……当我脑残吧
我竟然觉得特效还可以！",-2,-2,-2,-2,1
看在音乐的份上，多给一颗星。,-2,-2,-2,-2,1
一如既往国产片的演技配音烂到家，并且厚颜无耻的在海报上这些一些牛逼哄哄的话就像中国手机只有在发布之前能超越苹果一样。唯一比较值得称赞的是对于细节(出租车发票)的处理，难得可贵。,-2,-2,-2,-2,-1
